LapTime,MaxSpeed,AvgThrottle,AirTemp,Driver,TeamName,GridGroup
91.418,300.0,74.34371823236319,16.2,RUS,Mercedes,Top5
91.42,320.0,70.94997448491414,16.2,HAM,Mercedes,Top5
91.773,317.0,70.28389616800668,16.2,VER,Red Bull Racing,Top5
92.188,321.0,66.32384976510605,16.2,NOR,McLaren,Top5
92.361,329.0,66.9394289482729,16.2,PIA,McLaren,Top5
92.359,323.0,70.23217156826978,16.2,SAI,Ferrari,Top10
92.683,328.0,65.50668149182994,16.2,STR,Aston Martin,Top10
92.858,326.0,69.03709765154431,16.2,LEC,Ferrari,Midfield
92.844,324.0,66.07991551426497,16.2,HUL,Haas F1 Team,Top10
93.202,329.0,67.13096967460439,16.2,ALO,Aston Martin,Top10
93.214,333.0,67.9223086629237,16.2,TSU,RB,Midfield
93.158,332.0,65.07609769540898,16.2,ALB,Williams,Top10
93.435,330.0,67.38712364914392,16.2,SAR,Williams,Midfield
93.563,330.0,68.23681108079597,16.2,ZHO,Kick Sauber,Midfield
93.709,327.0,69.43938174821257,16.2,RIC,RB,Midfield
93.846,326.0,71.26523642848593,16.2,OCO,Alpine,Backmarker
94.216,326.0,65.24758999978742,16.2,MAG,Haas F1 Team,Backmarker
95.368,312.0,69.20472530657494,16.2,BOT,Kick Sauber,Backmarker
92.942,304.0,71.25227922221424,16.2,PER,Red Bull Racing,Backmarker
91.298,302.0,72.56921566377021,16.3,RUS,Mercedes,Top5
91.716,310.0,70.43463556854255,16.3,HAM,Mercedes,Top5
92.2,298.0,69.81583201579056,16.3,VER,Red Bull Racing,Top5
91.991,315.0,66.64809301547679,16.3,NOR,McLaren,Top5
91.927,324.0,66.89977480556236,16.3,PIA,McLaren,Top5
92.102,321.0,69.73694070474731,16.3,SAI,Ferrari,Top10
92.307,322.0,66.09183874439258,16.3,STR,Aston Martin,Top10
92.369,319.0,72.43916592797916,16.3,LEC,Ferrari,Midfield
92.605,323.0,67.21470508839036,16.3,HUL,Haas F1 Team,Top10
92.951,325.0,66.23480687310487,16.3,ALO,Aston Martin,Top10
93.062,329.0,68.59096975703578,16.3,TSU,RB,Midfield
93.373,326.0,65.44999135021594,16.3,ALB,Williams,Top10
93.319,326.0,67.20704515100701,16.3,SAR,Williams,Midfield
93.487,322.0,69.96643996069749,16.3,ZHO,Kick Sauber,Midfield
93.429,327.0,67.15891940656718,16.3,RIC,RB,Midfield
93.479,321.0,72.27864676626871,16.3,OCO,Alpine,Backmarker
93.259,327.0,67.6316872939979,16.3,MAG,Haas F1 Team,Backmarker
94.447,297.0,69.83957223097077,16.3,BOT,Kick Sauber,Backmarker
92.34,307.0,70.07088306280087,16.3,PER,Red Bull Racing,Backmarker
91.799,300.0,74.79575361695053,16.3,RUS,Mercedes,Top5
91.988,298.0,73.27072088421967,16.3,HAM,Mercedes,Top5
91.933,300.0,70.96905025835376,16.3,VER,Red Bull Racing,Top5
91.976,315.0,67.83860042831503,16.3,NOR,McLaren,Top5
91.919,322.0,69.0719719446381,16.3,PIA,McLaren,Top5
92.045,321.0,69.60505408542328,16.3,SAI,Ferrari,Top10
92.968,302.0,68.66623561652194,16.3,STR,Aston Martin,Top10
92.705,321.0,69.09437006438263,16.3,LEC,Ferrari,Midfield
92.563,323.0,66.19504651724843,16.3,HUL,Haas F1 Team,Top10
93.192,302.0,67.74068135828328,16.3,ALO,Aston Martin,Top10
93.164,327.0,66.24951064388934,16.3,TSU,RB,Midfield
93.059,324.0,64.18475925762952,16.3,ALB,Williams,Top10
93.11,323.0,67.80592940252478,16.3,SAR,Williams,Midfield
93.221,323.0,70.11188697856971,16.3,ZHO,Kick Sauber,Midfield
93.253,320.0,66.83090253399546,16.3,RIC,RB,Midfield
93.316,315.0,73.11448454775666,16.3,OCO,Alpine,Backmarker
93.11,332.0,68.60913155549983,16.3,MAG,Haas F1 Team,Backmarker
94.322,321.0,71.11073379857417,16.3,BOT,Kick Sauber,Backmarker
92.57,317.0,71.06056030374182,16.3,PER,Red Bull Racing,Backmarker
91.628,298.0,73.94371846316345,16.2,RUS,Mercedes,Top5
91.677,301.0,73.00801576213887,16.2,HAM,Mercedes,Top5
91.778,300.0,71.41778792587151,16.2,VER,Red Bull Racing,Top5
91.716,317.0,67.34926544521835,16.2,NOR,McLaren,Top5
91.832,321.0,69.49647569512197,16.2,PIA,McLaren,Top5
91.939,320.0,71.94116348661122,16.2,SAI,Ferrari,Top10
92.706,304.0,69.83569459954569,16.2,STR,Aston Martin,Top10
92.697,322.0,70.02155066727326,16.2,LEC,Ferrari,Midfield
92.768,323.0,66.81163850727395,16.2,HUL,Haas F1 Team,Top10
92.617,304.0,69.46155892241659,16.2,ALO,Aston Martin,Top10
92.607,326.0,67.57488709013154,16.2,TSU,RB,Midfield
92.846,322.0,63.99525531326651,16.2,ALB,Williams,Top10
93.139,321.0,66.57099711287704,16.2,SAR,Williams,Midfield
93.271,324.0,69.30556429899643,16.2,ZHO,Kick Sauber,Midfield
93.263,325.0,65.55726030724277,16.2,RIC,RB,Midfield
93.21,323.0,71.28287639607878,16.2,OCO,Alpine,Backmarker
92.999,337.0,66.67430023815048,16.2,MAG,Haas F1 Team,Backmarker
92.111,308.0,71.6420622523285,16.2,PER,Red Bull Racing,Backmarker
93.768,298.0,73.14474775489694,16.2,BOT,Kick Sauber,Backmarker
91.625,298.0,75.09353223537308,16.3,RUS,Mercedes,Top5
91.746,303.0,71.95854969589773,16.3,HAM,Mercedes,Top5
91.711,300.0,72.05283175187208,16.3,VER,Red Bull Racing,Top5
91.896,316.0,67.24683784767477,16.3,NOR,McLaren,Top5
92.062,321.0,69.22795534243265,16.3,PIA,McLaren,Top5
91.9,318.0,71.18099452942873,16.3,SAI,Ferrari,Top10
92.788,303.0,70.29768366302493,16.3,STR,Aston Martin,Top10
92.758,329.0,71.41896801777969,16.2,LEC,Ferrari,Midfield
92.697,322.0,67.57058242057175,16.2,HUL,Haas F1 Team,Top10
92.673,307.0,68.47323113128549,16.2,ALO,Aston Martin,Top10
92.614,327.0,67.68153786657163,16.2,TSU,RB,Midfield
93.014,309.0,64.81540089079714,16.2,ALB,Williams,Top10
92.904,322.0,66.82034809480426,16.2,SAR,Williams,Midfield
93.788,307.0,70.87617897716866,16.2,ZHO,Kick Sauber,Midfield
93.666,321.0,66.94966651292529,16.2,RIC,RB,Midfield
93.616,317.0,72.27783585459832,16.2,OCO,Alpine,Backmarker
93.544,330.0,67.47679548773439,16.2,MAG,Haas F1 Team,Backmarker
92.25,311.0,72.06912458063076,16.2,PER,Red Bull Racing,Backmarker
93.46,301.0,71.5879293211594,16.2,BOT,Kick Sauber,Backmarker
91.663,299.0,74.2621700789673,16.3,RUS,Mercedes,Top5
91.675,300.0,72.5646692535463,16.3,HAM,Mercedes,Top5
91.935,299.0,72.68866623315984,16.3,VER,Red Bull Racing,Top5
92.071,302.0,69.89616456275625,16.3,NOR,McLaren,Top5
91.925,322.0,69.44458443473069,16.3,PIA,McLaren,Top5
92.702,299.0,72.54169774182243,16.3,SAI,Ferrari,Top10
92.716,302.0,70.00084938136666,16.3,STR,Aston Martin,Top10
92.662,317.0,71.28522561436704,16.3,LEC,Ferrari,Midfield
92.733,325.0,66.96806106268666,16.3,HUL,Haas F1 Team,Top10
92.712,303.0,70.71787087294452,16.3,ALO,Aston Martin,Top10
92.817,329.0,67.95396916005828,16.3,TSU,RB,Midfield
92.939,308.0,66.71098766672162,16.3,ALB,Williams,Top10
93.002,322.0,68.35398717621037,16.3,SAR,Williams,Midfield
94.51,318.0,69.54815061485456,16.3,ZHO,Kick Sauber,Midfield
92.952,315.0,70.15998885750443,16.3,RIC,RB,Midfield
95.183,316.0,70.31871827465831,16.3,OCO,Alpine,Backmarker
93.734,329.0,68.58567143574484,16.3,MAG,Haas F1 Team,Backmarker
93.313,330.0,68.01749170643207,16.3,PER,Red Bull Racing,Backmarker
93.648,295.0,72.21347453123175,16.3,BOT,Kick Sauber,Backmarker
91.731,302.0,73.42742896812558,16.4,RUS,Mercedes,Top5
91.76,302.0,72.77176872425005,16.4,HAM,Mercedes,Top5
92.038,300.0,70.65238534305418,16.4,VER,Red Bull Racing,Top5
92.018,302.0,68.59161547593116,16.4,NOR,McLaren,Top5
91.994,318.0,68.38775387419915,16.4,PIA,McLaren,Top5
92.372,302.0,73.16527958689646,16.4,SAI,Ferrari,Top10
92.648,301.0,69.47332615066115,16.4,STR,Aston Martin,Top10
92.86,318.0,69.6245406542336,16.4,LEC,Ferrari,Midfield
92.802,322.0,66.57676615155151,16.4,HUL,Haas F1 Team,Top10
92.496,307.0,69.58151568731773,16.4,ALO,Aston Martin,Top10
92.623,327.0,68.72542332548892,16.4,TSU,RB,Midfield
92.798,307.0,67.03121490008304,16.4,ALB,Williams,Top10
92.806,322.0,69.13934006272711,16.4,SAR,Williams,Midfield
93.095,303.0,70.09609535362554,16.4,RIC,RB,Midfield
96.323,315.0,68.52752993024745,16.4,ZHO,Kick Sauber,Midfield
93.204,312.0,69.0392618544996,16.4,MAG,Haas F1 Team,Backmarker
93.407,325.0,67.90194351156065,16.4,PER,Red Bull Racing,Backmarker
93.79,333.0,71.09088943949804,16.4,OCO,Alpine,Backmarker
93.561,296.0,72.28867467660952,16.4,BOT,Kick Sauber,Backmarker
91.621,301.0,73.60112025262929,16.5,RUS,Mercedes,Top5
91.564,300.0,73.55211285412817,16.5,HAM,Mercedes,Top5
91.883,301.0,73.23619979856083,16.5,VER,Red Bull Racing,Top5
91.976,302.0,69.3846759109863,16.5,NOR,McLaren,Top5
92.0,318.0,68.90726115357387,16.5,PIA,McLaren,Top5
92.484,300.0,73.57535406763539,16.5,SAI,Ferrari,Top10
92.291,301.0,69.17517425754929,16.5,STR,Aston Martin,Top10
92.326,317.0,71.22374968511963,16.5,LEC,Ferrari,Midfield
92.396,322.0,68.300111575657,16.5,HUL,Haas F1 Team,Top10
92.579,303.0,69.26144298344552,16.5,ALO,Aston Martin,Top10
92.57,326.0,68.98983332121009,16.5,TSU,RB,Midfield
92.933,306.0,66.45702679391957,16.5,ALB,Williams,Top10
93.019,318.0,67.92364685337,16.5,SAR,Williams,Midfield
92.762,303.0,69.82509800857278,16.5,RIC,RB,Midfield
92.783,303.0,70.77272108069005,16.5,MAG,Haas F1 Team,Backmarker
92.8,323.0,68.57798470076739,16.5,PER,Red Bull Racing,Backmarker
93.898,295.0,74.69410019140486,16.5,OCO,Alpine,Backmarker
95.322,297.0,69.63158373603734,16.5,ZHO,Kick Sauber,Midfield
93.645,301.0,71.29809382715699,16.5,BOT,Kick Sauber,Backmarker
91.639,302.0,73.30394500331286,16.6,RUS,Mercedes,Top5
91.515,302.0,72.29796293402897,16.6,HAM,Mercedes,Top5
91.661,300.0,71.09346001959852,16.8,VER,Red Bull Racing,Top5
91.83,303.0,69.20742194311384,16.8,NOR,McLaren,Top5
91.811,319.0,69.99737696594102,16.8,PIA,McLaren,Top5
92.362,301.0,74.25339054835106,16.8,SAI,Ferrari,Top10
92.619,300.0,70.7213817543268,16.8,STR,Aston Martin,Top10
92.496,319.0,70.57286577515376,16.8,LEC,Ferrari,Midfield
92.439,320.0,69.43053078061229,16.8,HUL,Haas F1 Team,Top10
92.741,301.0,70.20075950748686,16.8,ALO,Aston Martin,Top10
93.438,319.0,69.63519997996916,16.8,TSU,RB,Midfield
93.073,305.0,66.88619056966333,16.8,ALB,Williams,Top10
92.956,320.0,68.72299237879507,16.8,SAR,Williams,Midfield
92.721,303.0,70.50287356799002,16.8,RIC,RB,Midfield
92.647,305.0,69.66090519389736,16.8,MAG,Haas F1 Team,Backmarker
92.709,330.0,67.81814094452655,16.8,PER,Red Bull Racing,Backmarker
93.843,293.0,74.53571020303824,16.8,OCO,Alpine,Backmarker
95.828,297.0,68.71922623732056,16.8,ZHO,Kick Sauber,Midfield
93.787,320.0,69.86363103444073,16.8,BOT,Kick Sauber,Backmarker
91.586,301.0,73.73545927434773,16.8,RUS,Mercedes,Top5
91.487,302.0,73.15986971555608,16.8,HAM,Mercedes,Top5
91.81,299.0,72.53781131477115,16.8,VER,Red Bull Racing,Top5
91.748,303.0,70.58768346588641,16.8,NOR,McLaren,Top5
91.855,320.0,70.18668430048186,16.8,PIA,McLaren,Top5
92.123,301.0,75.68726591755215,16.8,SAI,Ferrari,Top10
92.273,302.0,70.31875021473508,16.8,STR,Aston Martin,Top10
92.348,319.0,71.24985020732396,16.8,LEC,Ferrari,Midfield
92.428,322.0,67.97175212397464,16.8,HUL,Haas F1 Team,Top10
92.548,305.0,68.66971870183153,16.8,ALO,Aston Martin,Top10
92.805,306.0,69.84515199793911,16.8,TSU,RB,Midfield
92.981,305.0,64.0314358538526,16.8,ALB,Williams,Top10
92.897,320.0,67.1855334054517,16.8,SAR,Williams,Midfield
92.804,305.0,69.71551010427565,16.8,RIC,RB,Midfield
92.671,308.0,70.1726513134407,16.8,MAG,Haas F1 Team,Backmarker
92.491,330.0,67.66251102961628,16.8,PER,Red Bull Racing,Backmarker
93.846,295.0,75.87850673687973,16.8,OCO,Alpine,Backmarker
93.561,296.0,73.25075115987748,16.8,BOT,Kick Sauber,Backmarker
95.012,297.0,70.40028855834284,16.8,ZHO,Kick Sauber,Midfield
91.619,302.0,72.8033520052139,16.7,RUS,Mercedes,Top5
91.563,301.0,73.1690590358453,16.7,HAM,Mercedes,Top5
91.894,299.0,71.11589979555198,16.7,VER,Red Bull Racing,Top5
91.718,303.0,70.16975637157216,16.7,NOR,McLaren,Top5
91.663,318.0,69.85795972945256,16.7,PIA,McLaren,Top5
